     1  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -4.437252432337E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     2  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.333729881152E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     3  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.906705636733E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     4  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.956106922745E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     5  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.959766019099E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     6  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.959164096955E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     7  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.959557754110E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     8  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.959064870160E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
     9  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.959074957197E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    10  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958845228878E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    11  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958919564428E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    12  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958942003885E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    13  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958886936767E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    14  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958878135116E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    15  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958876835523E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    16  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958871044583E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    17  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958881397889E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    18  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958867833720E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    19  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958875408582E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    20  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958837490100E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    21  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958857134135E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    22  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958840367553E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    23  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958845059734E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    24  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958867389670E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    25  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958867654742E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    26  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958909579799E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    27  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958889024843E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    28  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958901475096E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    29  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958918865631E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    30  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958895556398E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
    31  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -9.958882427090E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
